timeNs,timeSeconds,vehicleId,latitude,longitude,projectedX,projectedY,speed,heading,active
7000000000,7,veh_0,52.6560022198442,13.569067123065468,,,34.82466244661715,186.33265938410221,true
8000000000,8,veh_0,52.65568818530395,13.569020171533026,,,35.08759377758484,186.33265938410452,true
9000000000,9,veh_0,52.65536716793438,13.568972176649016,,,35.867793266722,186.33265938410452,true
10000000000,10,veh_0,52.65504998546848,13.568924755768087,,,35.43930978522636,186.33265938410221,true
11000000000,11,veh_0,52.6547278010985,13.56887658773249,,,35.99817710604053,186.33265938410452,true
11000000000,11,veh_1,52.65600317758466,13.569114825884666,,,34.84471513260156,186.33353035528413,true
12000000000,12,veh_0,52.65440859890612,13.568828866205138,,,35.66497012538835,186.33265938411486,true
12000000000,12,veh_1,52.65568348599079,13.569067020158364,,,35.70392321095802,186.33353035528413,true
13000000000,13,veh_0,52.65409182548022,13.56877769723859,,,35.418059587026946,186.82898630358784,true
13000000000,13,veh_1,52.65536475210194,13.569019358299652,,,35.59696095442865,186.33353035528182,true
14000000000,14,veh_0,52.65377504115898,13.568725785097026,,,35.42403746628202,186.8289863035775,true
14000000000,14,veh_1,52.65504760162776,13.568971933866164,,,35.42011798819527,186.33353035528182,true
15000000000,15,veh_0,52.65345423307995,13.568673214300029,,,35.87398562006652,186.8289863035903,true
15000000000,15,veh_1,52.654733016996744,13.56892489375057,,,35.13355514629744,186.33353035528413,true
15000000000,15,veh_2,52.655998139814066,13.569066513053125,,,35.28053092024289,186.33265938410221,true
16000000000,16,veh_0,52.65313174926718,13.568620369637552,,,36.061368645532056,186.82898630358906,true
16000000000,16,veh_1,52.65441992719504,13.568878077790858,,,34.96660572727211,186.33353035529217,true
16000000000,16,veh_2,52.655682252281856,13.56901928448869,,,35.29463155252393,186.33265938410452,true
17000000000,17,veh_0,52.65281887318046,13.568569100076596,,,34.986992351445366,186.82898630358906,true
17000000000,17,veh_1,52.65409978259699,13.568826558721003,,,35.777910572630354,186.82872832338123,true
17000000000,17,veh_2,52.655366347339694,13.568972053963838,,,35.29657339289784,186.33265938410452,true
18000000000,18,veh_0,52.652503370770106,13.56851740085628,,,35.28067408508156,186.82898630358906,true
18000000000,18,veh_1,52.6537851781401,13.568775005785989,,,35.16470790399704,186.82872832337088,true
18000000000,18,veh_2,52.65505436211214,13.568925410100913,,,34.858613961273804,186.33265938410452,true
19000000000,19,veh_0,52.65218384011054,13.56846504227504,,,35.731124322665856,186.82898630357872,true
19000000000,19,veh_1,52.653464540780774,13.56872246498762,,,35.83902778696734,186.82872832337088,true
19000000000,19,veh_2,52.654732363542344,13.568877269834026,,,35.97741740293801,186.33265938410221,true
19000000000,19,veh_3,52.65600297078149,13.569114794959726,,,34.86781140751205,186.33353035528182,true
20000000000,20,veh_0,52.65186596310308,13.568413044643592,,,35.54560514939018,186.80510612248864,true
20000000000,20,veh_1,52.65314324577573,13.568669817157629,,,35.912531799208374,186.82872832338123,true
20000000000,20,veh_2,52.65442074716109,13.568830682387677,,,34.817395435473884,186.33265938410221,true
20000000000,20,veh_3,52.65568123985211,13.56906668427982,,,35.93168107517064,186.33353035528413,true
21000000000,21,veh_0,52.65154875596359,13.568361287767278,,,35.469821806941184,186.80510612248864,true
21000000000,21,veh_1,52.6528218486125,13.568617153321528,,,35.92394655534532,186.8287283233721,true
21000000000,21,veh_2,52.65410710999932,13.568780201964287,,,35.06622980264015,186.8289863035903,true
21000000000,21,veh_3,52.65536567955015,13.569019496984636,,,35.24252719028387,186.33353035528413,true
22000000000,22,veh_0,52.651237024426756,13.568310425006915,,,34.857541067493145,186.80510612248864,true
22000000000,22,veh_1,52.65250459181034,13.56851760093842,,,35.50708014996722,186.82898630358906,true
22000000000,22,veh_2,52.65379015929427,13.568728262522814,,,35.44264332327526,186.8289863035903,true
22000000000,22,veh_3,52.65504586095333,13.568971673579837,,,35.718100257790645,186.33353035528413,true
23000000000,23,veh_0,52.650920918119446,13.568258849151604,,,35.34672024805565,186.80510612248864,true
23000000000,23,veh_1,52.652190992702224,13.568466214297208,,,35.06783590388019,186.8289863035903,true
23000000000,23,veh_2,52.653476442370525,13.568676853711333,,,35.08102575285826,186.8289863035775,true
23000000000,23,veh_3,52.65473161402957,13.568924683965085,,,35.095839184653016,186.33353035528182,true
23000000000,23,veh_4,52.655997037296736,13.569066348213877,,,35.403716993997804,186.33265938410452,true
24000000000,24,veh_0,52.650604083495885,13.568207155173273,,,35.42815613342915,186.80510612248864,true
24000000000,24,veh_1,52.65187814880988,13.568415032929927,,,34.9828398701176,186.80510612248864,true
24000000000,24,veh_2,52.65316358619052,13.568625586646288,,,34.984770387238825,186.8289863035775,true
24000000000,24,veh_3,52.65441855773759,13.568877873018838,,,34.96286326755304,186.33353035529444,true
24000000000,24,veh_4,52.655683337736136,13.569019446774615,,,35.05016589904204,186.33265938410452,true
25000000000,25,veh_0,52.650287252033806,13.56815546242048,,,35.427798843188214,186.80510612248864,true
25000000000,25,veh_1,52.651561564667205,13.56836337767647,,,35.40015900250524,186.8051061224783,true
25000000000,25,veh_2,52.65284558492057,13.568573477179067,,,35.56011016041972,186.8289863035903,true
25000000000,25,veh_3,52.65410534550151,13.568827470297556,,,35.0031762909051,186.8287283233837,true
25000000000,25,veh_4,52.655370233019624,13.568972634902737,,,34.983699649749326,186.33265938410221,true
26000000000,26,veh_0,52.64997516363346,13.568102762638906,,,34.90964255942032,187.09837029306172,true
26000000000,26,veh_1,52.65124971906348,13.568312496276599,,,34.870296075418594,186.80510612248864,true
26000000000,26,veh_2,52.65252769759644,13.56852138710163,,,35.5473644786654,186.82898630358906,true
26000000000,26,veh_3,52.65378671183138,13.568775257103947,,,35.61507063018158,186.82872832338123,true
26000000000,26,veh_4,52.65505733656105,13.568925854797817,,,34.96042731293943,186.33265938410452,true
27000000000,27,veh_0,52.649654691584324,13.568047752354587,,,35.853557178857734,187.09837029306303,true
27000000000,27,veh_1,52.650935536009484,13.568261234188661,,,35.13166396968532,186.8051061224783,true
27000000000,27,veh_2,52.652205524600745,13.568468595492167,,,36.02660060207359,186.82898630358906,true
27000000000,27,veh_3,52.653464088918916,13.568722390944414,,,36.060961675844155,186.82872832337335,true
27000000000,27,veh_4,52.65474089884392,13.568878545892249,,,35.356094465069475,186.33265938410452,true
27000000000,27,veh_5,52.65599494830139,13.569113595293965,,,35.76378125114366,186.33353035529217,true
28000000000,28,veh_0,52.64933457579658,13.567992803989288,,,35.81369549957104,187.09837029307337,true
28000000000,28,veh_1,52.65062368940058,13.568210354005124,,,34.87040112378541,186.80510612248864,true
28000000000,28,veh_2,52.651889300060795,13.568416852429726,,,35.36092843852472,186.80510612248864,true
28000000000,28,veh_3,52.65314225119999,13.568669654186253,,,35.97319326700177,186.82872832338245,true
28000000000,28,veh_4,52.65442025591343,13.568830608945389,,,35.8259462271491,186.33265938410221,true
28000000000,28,veh_5,52.655679452956434,13.569066417074653,,,35.23527601111215,186.33353035528413,true
29000000000,29,veh_0,52.64901277361967,13.567937566923664,,,36.00236005966086,187.09837029306303,true
29000000000,29,veh_1,52.65030595693114,13.568158514205118,,,35.528548875744455,186.80510612248864,true
29000000000,29,veh_2,52.65157587446366,13.56836571251016,,,35.046973382555876,186.80510612248864,true
29000000000,29,veh_3,52.652823313569826,13.568617393366388,,,35.64903394420631,186.8287283233721,true
29000000000,29,veh_4,52.654101364562216,13.568779260439936,,,35.65381876457482,186.82898630358784,true
29000000000,29,veh_5,52.65536482651281,13.569019369426606,,,35.138231650264935,186.33353035529444,true
30000000000,30,veh_0,52.64870162378069,13.56788415905765,,,34.81060126380995,187.09837029307337,true
30000000000,30,veh_1,52.649992981385054,13.568105821148356,,,35.007804050100965,187.09837029306303,true
30000000000,30,veh_2,52.65125733921711,13.56831373958907,,,35.61832607592456,186.80510612248864,true
30000000000,30,veh_3,52.6525098528582,13.568566030693313,,,35.03685139530804,186.82872832337088,true
30000000000,30,veh_4,52.65378259725925,13.568727023323452,,,35.64578218661714,186.8289863035775,true
30000000000,30,veh_5,52.655052984200985,13.568972738732601,,,34.827289843806064,186.33353035529217,true
31000000000,31,veh_0,52.64838784882998,13.56783030133146,,,35.10428772984538,187.0983702930721,true
31000000000,31,veh_1,52.64967197792823,13.568050719603766,,,35.913009877773,187.09837029306172,true
31000000000,31,veh_2,52.65094326767552,13.568262495678443,,,35.119194845287126,186.8051061224783,true
31000000000,31,veh_3,52.652189544863596,13.568465977054647,,,35.8637120168563,186.82898630358906,true
31000000000,31,veh_4,52.65346533570287,13.56867503367384,,,35.47740001412109,186.8289863035903,true
31000000000,31,veh_5,52.65473502578616,13.568925194124587,,,35.510347338477146,186.33353035529444,true
31000000000,31,veh_6,52.655999284911545,13.569066684258614,,,35.152587297270074,186.33265938410452,true
32000000000,32,veh_0,52.64806516511443,13.567774915231732,,,36.100971989091484,187.09837029307337,true
32000000000,32,veh_1,52.64935987849613,13.567997147208583,,,34.916847402849235,187.09837029307337,true
32000000000,32,veh_2,52.65063179104441,13.568211675842205,,,34.829030641205605,186.80510612248742,true
32000000000,32,veh_3,52.65187524623668,13.568414559330172,,,35.14550028407481,186.80510612248864,true
32000000000,32,veh_4,52.65315359772066,13.568623949868806,,,34.85972912489902,186.8289863035903,true
32000000000,32,veh_5,52.65441606692996,13.568877500573779,,,35.622075531180016,186.33353035528413,true
32000000000,32,veh_6,52.65568124076207,13.569019133256695,,,35.53559393357951,186.33265938410452,true
33000000000,33,veh_0,52.64775076637254,13.56772095192947,,,35.17406777307857,187.09837029306303,true
33000000000,33,veh_1,52.64904359653226,13.567942857616506,,,35.38477386177052,187.0983702930721,true
33000000000,33,veh_2,52.65031214223545,13.568159523364725,,,35.74283226084896,186.80510612248986,true
33000000000,33,veh_3,52.65156085291064,13.568363261543956,,,35.15518380144145,186.80510612248864,true
33000000000,33,veh_4,52.652833951003174,13.568571570793894,,,35.74411022354849,186.82898630358906,true
33000000000,33,veh_5,52.654097350181495,13.56882616012841,,,35.61866877487861,186.82872832338123,true
33000000000,33,veh_6,52.655369520848296,13.568972528427665,,,34.828973369640295,186.33265938410452,true
34000000000,34,veh_0,52.64743472471981,13.56766670738201,,,35.3578681377368,187.09837029306303,true
34000000000,34,veh_1,52.648721039514804,13.56788749168463,,,36.08680582117755,187.09837029306172,true
34000000000,34,veh_2,52.649996399319846,13.568106407854856,,,35.31704953917302,187.09837029306172,true
34000000000,34,veh_3,52.651246754563736,13.568312012585737,,,35.1221957808733,186.80510612248864,true
34000000000,34,veh_4,52.652517790646975,13.568519763727373,,,35.35424825548194,186.82898630357994,true
34000000000,34,veh_5,52.653779573230594,13.568774087338953,,,35.519311305964365,186.82872832338123,true
34000000000,34,veh_6,52.65505012770436,13.568924777033146,,,35.68631243239157,186.33265938410452,true
35000000000,35,veh_0,52.6471173431437,13.567612233603848,,,35.50777104484383,187.09837029307337,true
35000000000,35,veh_1,52.64840958376429,13.567834031988435,,,34.844822177444584,187.09837029306172,true
35000000000,35,veh_2,52.649681038585825,13.568052274891821,,,35.2817171918368,187.0983702930721,true
35000000000,35,veh_3,52.650934391179895,13.56826104739961,,,34.92819007971789,186.80510612248864,true
35000000000,35,veh_4,52.65220054644365,13.568467779771838,,,35.47544434400275,186.82898630358906,true
35000000000,35,veh_5,52.65346463653479,13.568722480678108,,,35.2018398757698,186.82872832337088,true
35000000000,35,veh_6,52.65472897529839,13.568876763279526,,,35.88287411615252,186.33265938410221,true
35000000000,35,veh_7,52.65599255647636,13.56911323762528,,,36.03090601117816,186.33353035529444,true
36000000000,36,veh_0,52.64680030366434,13.567557819291979,,,35.46949418083764,187.09837029306172,true
36000000000,36,veh_1,52.64809211368057,13.567779540709571,,,35.51768542187288,187.09837029306172,true
36000000000,36,veh_2,52.649366234093975,13.567998238150446,,,35.219482329781165,187.09837029306303,true
36000000000,36,veh_3,52.65061680258815,13.568209230376228,,,35.51246431878768,186.80510612248864,true
36000000000,36,veh_4,52.65188573124035,13.56841627012114,,,35.20331452073529,186.80510612248864,true
36000000000,36,veh_5,52.65314188460637,13.568669594116153,,,36.07537841544487,186.82872832338245,true
36000000000,36,veh_6,52.65441719631451,13.56883015153063,,,34.835563251180574,186.33265938410452,true
36000000000,36,veh_7,52.65567571445825,13.569065858034788,,,35.38567566577345,186.33353035528413,true
37000000000,37,veh_0,52.646486723236286,13.567505513873472,,,35.33464680459816,186.8997196608967,true
37000000000,37,veh_1,52.64777914068266,13.567725822056948,,,35.014559798678384,187.0983702930721,true
37000000000,37,veh_2,52.649048648249746,13.56794372473464,,,35.53064855487551,187.0983702930721,true
37000000000,37,veh_3,52.650304220287886,13.56815823086418,,,34.95266170184128,186.80510612248864,true
37000000000,37,veh_4,52.65156797837434,13.568364424157949,,,35.53084469625261,186.80510612248864,true
37000000000,37,veh_5,52.65282799591351,13.568618160605594,,,35.08469247875269,186.82872832338245,true
37000000000,37,veh_6,52.65409797855485,13.568778705563481,,,35.69060126039199,186.8289863035903,true
37000000000,37,veh_7,52.655356951199344,13.569018191800213,,,35.60024098473601,186.33353035529444,true
38000000000,38,veh_0,52.646166560664625,13.56745240926163,,,35.79901281971485,186.89971966090704,true
38000000000,38,veh_1,52.64746050640237,13.567671132453407,,,35.64792450244073,187.09837029306303,true
38000000000,38,veh_2,52.64872729113638,13.567888564749099,,,35.952563872411844,187.09837029306172,true
38000000000,38,veh_3,52.649986024619324,13.568104626983162,,,35.59191865340341,187.0983702930721,true
38000000000,38,veh_4,52.65125559320741,13.56831345470821,,,34.93062962320633,186.80510612248864,true
38000000000,38,veh_5,52.65251388634573,13.568519123960286,,,35.15484036606736,186.82898630358906,true
38000000000,38,veh_6,52.65377787828825,13.568726250020458,,,35.79483924341854,186.8289863035903,true
38000000000,38,veh_7,52.65503868357888,13.56897060033372,,,35.544883449273186,186.33353035528413,true
39000000000,39,veh_0,52.645845424063175,13.567399143830604,,,35.90792011321988,186.89971966089794,true
39000000000,39,veh_1,52.64714508205924,13.567616994541881,,,35.2888015804952,187.0983702930721,true
39000000000,39,veh_2,52.64840792134118,13.567833746644434,,,35.73022400179412,187.09837029306172,true
39000000000,39,veh_3,52.64966993561223,13.568050369034406,,,35.36319430341479,187.09837029306172,true
39000000000,39,veh_4,52.65094319693247,13.568262484136085,,,34.93186803775839,186.80510612248864,true
39000000000,39,veh_5,52.65220168763564,13.568467966767429,,,34.911238229405136,186.8289863035903,true
39000000000,39,veh_6,52.653466550031354,13.568675232664482,,,34.81391576269176,186.8289863035903,true
39000000000,39,veh_7,52.65472399902155,13.56892354529423,,,35.144715057210995,186.33353035528182,true
39000000000,39,veh_8,52.65599737375903,13.569066398518926,,,35.36612351023592,186.33265938410452,true
40000000000,40,veh_0,52.645529814368395,13.56734679584472,,,35.28992465465795,186.89971966089794,true
40000000000,40,veh_1,52.64682845269263,13.567562650552702,,,35.42361226346344,187.0983702930721,true
40000000000,40,veh_2,52.64809427016217,13.567779910850383,,,35.090436800559985,187.09837029306172,true
40000000000,40,veh_3,52.64935508571986,13.567996324526103,,,35.22456147693097,187.09837029307337,true
40000000000,40,veh_4,52.65062284699867,13.568210216561676,,,35.821235136562024,186.80510612248864,true
40000000000,40,veh_5,52.65188361862401,13.568415925414955,,,35.56715781494509,186.8051061224783,true
40000000000,40,veh_6,52.65314866421152,13.56862314143126,,,35.54720373478718,186.8289863035775,true
40000000000,40,veh_7,52.65440810653603,13.56887631027361,,,35.27961593755987,186.33353035528413,true
40000000000,40,veh_8,52.65568385582767,13.569019524234317,,,35.02987216942944,186.33265938410452,true
41000000000,41,veh_0,52.64521295318404,13.567294241003838,,,35.42985622099601,186.8997196608967,true
41000000000,41,veh_1,52.64651607921808,13.567510383117957,,,35.201439049574546,186.89971966089794,true
41000000000,41,veh_2,52.64777896308337,13.567725791574027,,,35.27569037560839,187.09837029307337,true
41000000000,41,veh_3,52.649032733156346,13.567940992938404,,,36.063936091228385,187.0983702930721,true
41000000000,41,veh_4,52.650305870731295,13.568158500141234,,,35.44399105942808,186.8051061224783,true
41000000000,41,veh_5,52.651563839450155,13.568363748837479,,,35.757424610750746,186.80510612248864,true
41000000000,41,veh_6,52.65283116615925,13.568571114457194,,,35.50383826851845,186.82898630358906,true
41000000000,41,veh_7,52.654086297965755,13.568824349035665,,,35.96498756153974,186.82872832338123,true
41000000000,41,veh_8,52.6553643797275,13.568971759790786,,,35.69558468897827,186.33265938410452,true
42000000000,42,veh_0,52.64489811400912,13.567242022250383,,,35.20376127254218,186.89971966089794,true
42000000000,42,veh_1,52.646199181444985,13.56745781995991,,,35.43395938972477,186.89971966090826,true
42000000000,42,veh_2,52.64746743290663,13.567672321293493,,,34.85313702925574,187.09837029306303,true
42000000000,42,veh_3,52.64871464286898,13.567886393727665,,,35.587080042893064,187.09837029306172,true
42000000000,42,veh_4,52.649983340728134,13.568104166279314,,,36.07673628531862,187.09837029306303,true
42000000000,42,veh_5,52.651249446682634,13.568312451834656,,,35.15511766226496,186.80510612248864,true
42000000000,42,veh_6,52.65251212562794,13.568518835445364,,,35.676320292977614,186.82898630357872,true
42000000000,42,veh_7,52.6537701701579,13.568772546507407,,,35.33497929295059,186.82872832338123,true
42000000000,42,veh_8,52.655042876468734,13.568923692932927,,,35.922078905431555,186.33265938410452,true
43000000000,43,veh_0,52.64458437167581,13.567189929993804,,,35.08077579984907,186.94302107175417,true
43000000000,43,veh_1,52.6458817149651,13.567405163196138,,,35.497545538065026,186.89971966089794,true
43000000000,43,veh_2,52.647148414649116,13.56761756652764,,,35.69087882960681,187.0983702930721,true
43000000000,43,veh_3,52.648393111944735,13.567831204709792,,,35.972005061889064,187.09837029306172,true
43000000000,43,veh_4,52.64966072056297,13.568048787245345,,,36.09388275725301,187.09837029306172,true
43000000000,43,veh_5,52.650933615783735,13.568260920886893,,,35.31592447761446,186.80510612248864,true
43000000000,43,veh_6,52.65219564814703,13.568466977137613,,,35.389706485848876,186.82898630358906,true
43000000000,43,veh_7,52.65344830226473,13.568719804105028,,,35.976569700534455,186.82872832338123,true
43000000000,43,veh_8,52.65472929927964,13.568876811715866,,,35.036482933759686,186.33265938410452,true
43000000000,43,veh_9,52.65599707822184,13.569113913798004,,,35.52590662000235,186.33353035528413,true
44000000000,44,veh_0,52.644268404947,13.56713690584261,,,35.33092792938929,186.9469881362973,true
44000000000,44,veh_1,52.64556015956539,13.56735182896044,,,35.954744562893175,186.8997196608967,true
