timeNs,timeSeconds,vehicleId,gatewayId,runtimeGatewayId,distanceMeters,coverageRadiusMeters,active,available,cellRegionId,bandwidthPoolId
30000000000,30,veh_2,rsu_central,rsu_1,2941.617771,300,false,false,region_central_degraded,pool_rsu_central
30000000000,30,veh_2,rsu_north,rsu_0,811.831764,520,false,false,region_north_normal,pool_rsu_north
30000000000,30,veh_3,rsu_central,rsu_1,3081.926881,300,false,false,region_central_degraded,pool_rsu_central
30000000000,30,veh_3,rsu_north,rsu_0,952.132009,520,false,false,region_north_normal,pool_rsu_north
30000000000,30,veh_4,rsu_central,rsu_1,3223.724454,300,false,false,region_central_degraded,pool_rsu_central
30000000000,30,veh_4,rsu_north,rsu_0,1093.996780,520,false,false,region_north_normal,pool_rsu_north
30000000000,30,veh_5,rsu_central,rsu_1,3365.953264,300,false,false,region_central_degraded,pool_rsu_central
30000000000,30,veh_5,rsu_north,rsu_0,1236.219981,520,false,false,region_north_normal,pool_rsu_north
31000000000,31,veh_0,rsu_central,rsu_1,2620.957325,300,false,false,region_central_degraded,pool_rsu_central
31000000000,31,veh_0,rsu_north,rsu_0,491.111683,520,true,true,region_north_normal,pool_rsu_north
31000000000,31,veh_1,rsu_central,rsu_1,2764.488244,300,false,false,region_central_degraded,pool_rsu_central
31000000000,31,veh_1,rsu_north,rsu_0,634.666304,520,false,false,region_north_normal,pool_rsu_north
31000000000,31,veh_2,rsu_central,rsu_1,2906.533807,300,false,false,region_central_degraded,pool_rsu_central
31000000000,31,veh_2,rsu_north,rsu_0,776.740048,520,false,false,region_north_normal,pool_rsu_north
31000000000,31,veh_3,rsu_central,rsu_1,3045.754042,300,false,false,region_central_degraded,pool_rsu_central
31000000000,31,veh_3,rsu_north,rsu_0,915.990540,520,false,false,region_north_normal,pool_rsu_north
31000000000,31,veh_4,rsu_central,rsu_1,3188.280690,300,false,false,region_central_degraded,pool_rsu_central
31000000000,31,veh_4,rsu_north,rsu_0,1058.546089,520,false,false,region_north_normal,pool_rsu_north
31000000000,31,veh_5,rsu_central,rsu_1,3330.468467,300,false,false,region_central_degraded,pool_rsu_central
31000000000,31,veh_5,rsu_north,rsu_0,1200.725009,520,false,false,region_north_normal,pool_rsu_north
31000000000,31,veh_6,rsu_central,rsu_1,3471.184333,300,false,false,region_central_degraded,pool_rsu_central
31000000000,31,veh_6,rsu_north,rsu_0,1341.523842,520,false,false,region_north_normal,pool_rsu_north
32000000000,32,veh_0,rsu_central,rsu_1,2584.890537,300,false,false,region_central_degraded,pool_rsu_central
32000000000,32,veh_0,rsu_north,rsu_0,455.039031,520,true,true,region_north_normal,pool_rsu_north
32000000000,32,veh_1,rsu_central,rsu_1,2729.603671,300,false,false,region_central_degraded,pool_rsu_central
32000000000,32,veh_1,rsu_north,rsu_0,599.775988,520,false,false,region_north_normal,pool_rsu_north
32000000000,32,veh_2,rsu_central,rsu_1,2871.739952,300,false,false,region_central_degraded,pool_rsu_central
32000000000,32,veh_2,rsu_north,rsu_0,741.938466,520,false,false,region_north_normal,pool_rsu_north
32000000000,32,veh_3,rsu_central,rsu_1,3010.642937,300,false,false,region_central_degraded,pool_rsu_central
32000000000,32,veh_3,rsu_north,rsu_0,880.872002,520,false,false,region_north_normal,pool_rsu_north
32000000000,32,veh_4,rsu_central,rsu_1,3153.454185,300,false,false,region_central_degraded,pool_rsu_central
32000000000,32,veh_4,rsu_north,rsu_0,1023.712674,520,false,false,region_north_normal,pool_rsu_north
32000000000,32,veh_5,rsu_central,rsu_1,3294.872362,300,false,false,region_central_degraded,pool_rsu_central
32000000000,32,veh_5,rsu_north,rsu_0,1165.118695,520,false,false,region_north_normal,pool_rsu_north
32000000000,32,veh_6,rsu_central,rsu_1,3435.688153,300,false,false,region_central_degraded,pool_rsu_central
32000000000,32,veh_6,rsu_north,rsu_0,1306.017214,520,false,false,region_north_normal,pool_rsu_north
33000000000,33,veh_0,rsu_central,rsu_1,2549.749992,300,false,false,region_central_degraded,pool_rsu_central
33000000000,33,veh_0,rsu_north,rsu_0,419.892913,520,true,true,region_north_normal,pool_rsu_north
33000000000,33,veh_1,rsu_central,rsu_1,2694.251788,300,false,false,region_central_degraded,pool_rsu_central
33000000000,33,veh_1,rsu_north,rsu_0,564.418255,520,false,false,region_north_normal,pool_rsu_north
33000000000,33,veh_2,rsu_central,rsu_1,2836.033474,300,false,false,region_central_degraded,pool_rsu_central
33000000000,33,veh_2,rsu_north,rsu_0,706.224035,520,false,false,region_north_normal,pool_rsu_north
33000000000,33,veh_3,rsu_central,rsu_1,2975.522573,300,false,false,region_central_degraded,pool_rsu_central
33000000000,33,veh_3,rsu_north,rsu_0,845.744004,520,false,false,region_north_normal,pool_rsu_north
33000000000,33,veh_4,rsu_central,rsu_1,3117.744326,300,false,false,region_central_degraded,pool_rsu_central
33000000000,33,veh_4,rsu_north,rsu_0,987.995626,520,false,false,region_north_normal,pool_rsu_north
