stepIndex,trigger,triggerTimeSeconds,observationTimeSeconds,sourceSnapshotId,sourceSnapshotTimeSeconds,exactTimestampMatch,pastSnapshotReuse,sourceSnapshotAdvanced,sourceSnapshotSkippedCount,futureLookAhead,tasksCount,vehiclesCount,candidateNodesCount,dynamicity,dynamicityLevel,suggestedReusePolicy,appliedReusePolicy,runtimeSeconds,horizonReachedAfterStep
0,"FIRST_RUN",5.0,5.0,"mosaic_generated_000_t_005",5.0,true,false,false,0,false,0,0,0,0.0,"UNKNOWN","FIRST_RUN","FIRST_RUN",0.0013891,false
1,"SCHEDULED_WINDOW_EXPIRATION",10.0,10.0,"mosaic_generated_001_t_010",10.0,true,false,true,0,false,3,1,1,0.74999999975,"HIGH","COLD_START","COLD_START",0.0324136,false
2,"SCHEDULED_WINDOW_EXPIRATION",14.0,14.0,"mosaic_generated_001_t_010",10.0,false,true,false,0,false,3,1,1,0.0,"STABLE","WARM_START","WARM_START",0.0103164,false
3,"SCHEDULED_WINDOW_EXPIRATION",18.0,18.0,"mosaic_generated_002_t_015",15.0,false,false,true,0,false,5,3,9,0.6249999999444444,"MODERATE","PARTIAL_RESTART","PARTIAL_RESTART",0.031575,false
4,"SCHEDULED_WINDOW_EXPIRATION",21.0,21.0,"mosaic_generated_003_t_020",20.0,false,false,true,0,false,8,4,16,0.374999999984375,"MODERATE","PARTIAL_RESTART","PARTIAL_RESTART",0.0510723,false
5,"SCHEDULED_WINDOW_EXPIRATION",23.0,23.0,"mosaic_generated_003_t_020",20.0,false,true,false,0,false,8,4,16,0.0,"STABLE","WARM_START","WARM_START",0.0223284,false
6,"SCHEDULED_WINDOW_EXPIRATION",25.0,25.0,"mosaic_generated_004_t_025",25.0,true,false,true,0,false,10,5,25,0.34999999999,"MODERATE","PARTIAL_RESTART","PARTIAL_RESTART",0.0315175,false
7,"SCHEDULED_WINDOW_EXPIRATION",26.0,26.0,"mosaic_generated_004_t_025",25.0,false,true,false,0,false,10,5,25,0.0,"STABLE","WARM_START","WARM_START",0.037873,false
8,"SCHEDULED_WINDOW_EXPIRATION",27.0,27.0,"mosaic_generated_004_t_025",25.0,false,true,false,0,false,10,5,25,0.0,"STABLE","WARM_START","WARM_START",0.0403387,false
9,"SCHEDULED_WINDOW_EXPIRATION",28.0,28.0,"mosaic_generated_004_t_025",25.0,false,true,false,0,false,10,5,25,0.0,"STABLE","WARM_START","WARM_START",0.0226414,false
10,"SCHEDULED_WINDOW_EXPIRATION",29.0,29.0,"mosaic_generated_004_t_025",25.0,false,true,false,0,false,10,5,25,0.0,"STABLE","WARM_START","WARM_START",0.0199311,false
11,"SCHEDULED_WINDOW_EXPIRATION",30.0,30.0,"mosaic_generated_005_t_030",30.0,true,false,true,0,false,12,6,34,0.3333333333263889,"MODERATE","PARTIAL_RESTART","PARTIAL_RESTART",0.040591,false
12,"SCHEDULED_WINDOW_EXPIRATION",30.0699321,30.0699321,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0491428,false
13,"SCHEDULED_WINDOW_EXPIRATION",30.1605241,30.1605241,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0498289,false
14,"SCHEDULED_WINDOW_EXPIRATION",30.2596679,30.2596679,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0279884,false
15,"SCHEDULED_WINDOW_EXPIRATION",30.3594978,30.3594978,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.026678,false
16,"SCHEDULED_WINDOW_EXPIRATION",30.4593277,30.4593277,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0249329,false
17,"SCHEDULED_WINDOW_EXPIRATION",30.5591576,30.5591576,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0272396,false
18,"SCHEDULED_WINDOW_EXPIRATION",30.6589875,30.6589875,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0265831,false
19,"SCHEDULED_WINDOW_EXPIRATION",30.758817399999998,30.758817399999998,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0236033,false
20,"SCHEDULED_WINDOW_EXPIRATION",30.858647299999998,30.858647299999998,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0324883,false
21,"SCHEDULED_WINDOW_EXPIRATION",30.958477199999997,30.958477199999997,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0276455,false
22,"SCHEDULED_WINDOW_EXPIRATION",31.058307099999997,31.058307099999997,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0297307,false
23,"SCHEDULED_WINDOW_EXPIRATION",31.158136999999996,31.158136999999996,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.028247,false
24,"SCHEDULED_WINDOW_EXPIRATION",31.257966899999996,31.257966899999996,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0228206,false
25,"SCHEDULED_WINDOW_EXPIRATION",31.357796799999996,31.357796799999996,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.02479,false
26,"SCHEDULED_WINDOW_EXPIRATION",31.457626699999995,31.457626699999995,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0201504,false
27,"SCHEDULED_WINDOW_EXPIRATION",31.557456599999995,31.557456599999995,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.019644,false
28,"SCHEDULED_WINDOW_EXPIRATION",31.657286499999994,31.657286499999994,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0335541,false
29,"SCHEDULED_WINDOW_EXPIRATION",31.757116399999994,31.757116399999994,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0337561,false
30,"SCHEDULED_WINDOW_EXPIRATION",31.856946299999993,31.856946299999993,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0210688,false
31,"SCHEDULED_WINDOW_EXPIRATION",31.956776199999993,31.956776199999993,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0231283,false
32,"SCHEDULED_WINDOW_EXPIRATION",32.056606099999996,32.056606099999996,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0210738,false
33,"SCHEDULED_WINDOW_EXPIRATION",32.156436,32.156436,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0234236,false
34,"SCHEDULED_WINDOW_EXPIRATION",32.2562659,32.2562659,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0259973,false
35,"SCHEDULED_WINDOW_EXPIRATION",32.356095800000006,32.356095800000006,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0197873,false
36,"SCHEDULED_WINDOW_EXPIRATION",32.45592570000001,32.45592570000001,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0201891,false
37,"SCHEDULED_WINDOW_EXPIRATION",32.55575560000001,32.55575560000001,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0211953,false
38,"SCHEDULED_WINDOW_EXPIRATION",32.655585500000015,32.655585500000015,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0188766,false
39,"SCHEDULED_WINDOW_EXPIRATION",32.75541540000002,32.75541540000002,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0147406,false
40,"SCHEDULED_WINDOW_EXPIRATION",32.85524530000002,32.85524530000002,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0150001,false
41,"SCHEDULED_WINDOW_EXPIRATION",32.955075200000024,32.955075200000024,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0160649,false
42,"SCHEDULED_WINDOW_EXPIRATION",33.05490510000003,33.05490510000003,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.015409,false
43,"SCHEDULED_WINDOW_EXPIRATION",33.15473500000003,33.15473500000003,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0148237,false
44,"SCHEDULED_WINDOW_EXPIRATION",33.254564900000034,33.254564900000034,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0159267,false
45,"SCHEDULED_WINDOW_EXPIRATION",33.35439480000004,33.35439480000004,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0158256,false
46,"SCHEDULED_WINDOW_EXPIRATION",33.45422470000004,33.45422470000004,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0134331,false
47,"SCHEDULED_WINDOW_EXPIRATION",33.55405460000004,33.55405460000004,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0129739,false
48,"SCHEDULED_WINDOW_EXPIRATION",33.653884500000046,33.653884500000046,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0160346,false
49,"SCHEDULED_WINDOW_EXPIRATION",33.75371440000005,33.75371440000005,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0150272,false
50,"SCHEDULED_WINDOW_EXPIRATION",33.85354430000005,33.85354430000005,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0162003,false
51,"SCHEDULED_WINDOW_EXPIRATION",33.953374200000056,33.953374200000056,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0216296,false
52,"SCHEDULED_WINDOW_EXPIRATION",34.05320410000006,34.05320410000006,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0257297,false
53,"SCHEDULED_WINDOW_EXPIRATION",34.15303400000006,34.15303400000006,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0260056,false
54,"SCHEDULED_WINDOW_EXPIRATION",34.252863900000065,34.252863900000065,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0139,false
55,"SCHEDULED_WINDOW_EXPIRATION",34.35269380000007,34.35269380000007,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0113601,false
56,"SCHEDULED_WINDOW_EXPIRATION",34.45252370000007,34.45252370000007,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0132704,false
57,"SCHEDULED_WINDOW_EXPIRATION",34.552353600000075,34.552353600000075,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0132844,false
58,"SCHEDULED_WINDOW_EXPIRATION",34.65218350000008,34.65218350000008,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0129356,false
59,"SCHEDULED_WINDOW_EXPIRATION",34.75201340000008,34.75201340000008,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0153801,false
60,"SCHEDULED_WINDOW_EXPIRATION",34.851843300000084,34.851843300000084,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0115758,false
61,"SCHEDULED_WINDOW_EXPIRATION",34.95167320000009,34.95167320000009,"mosaic_generated_005_t_030",30.0,false,true,false,0,false,12,6,34,0.0,"STABLE","WARM_START","WARM_START",0.0123656,false
62,"SCHEDULED_WINDOW_EXPIRATION",35.05150310000009,35.05150310000009,"mosaic_generated_006_t_035",35.0,false,false,true,0,false,13,8,60,0.41161409196707716,"MODERATE","PARTIAL_RESTART","PARTIAL_RESTART",0.0229182,false
63,"SCHEDULED_WINDOW_EXPIRATION",35.11386970000009,35.11386970000009,"mosaic_generated_006_t_035",35.0,false,true,false,0,false,13,8,60,0.0,"STABLE","WARM_START","WARM_START",0.0214881,false
64,"SCHEDULED_WINDOW_EXPIRATION",36.176236300000085,36.176236300000085,"mosaic_generated_006_t_035",35.0,false,true,false,0,false,13,8,60,0.0,"STABLE","WARM_START","WARM_START",0.0218776,false
65,"SCHEDULED_WINDOW_EXPIRATION",37.8443991670304,37.8443991670304,"mosaic_generated_006_t_035",35.0,false,true,false,0,false,13,8,60,0.0,"STABLE","WARM_START","WARM_START",0.0281693,false
66,"SCHEDULED_WINDOW_EXPIRATION",39.51256203406072,39.51256203406072,"mosaic_generated_006_t_035",35.0,false,true,false,0,false,13,8,60,0.0,"STABLE","WARM_START","WARM_START",0.0187332,false
67,"SCHEDULED_WINDOW_EXPIRATION",41.18072490109104,41.18072490109104,"mosaic_generated_007_t_040",40.0,false,false,true,0,false,19,9,73,0.3277643627348231,"MODERATE","PARTIAL_RESTART","PARTIAL_RESTART",0.0382604,false
68,"SCHEDULED_WINDOW_EXPIRATION",41.84888776812136,41.84888776812136,"mosaic_generated_007_t_040",40.0,false,true,false,0,false,19,9,73,0.0,"STABLE","WARM_START","WARM_START",0.034508,false
69,"SCHEDULED_WINDOW_EXPIRATION",43.517050635151676,43.517050635151676,"mosaic_generated_007_t_040",40.0,false,true,false,0,false,19,9,73,0.0,"STABLE","WARM_START","WARM_START",0.0480108,false
70,"SCHEDULED_WINDOW_EXPIRATION",46.185213502181995,46.185213502181995,"mosaic_generated_008_t_045",45.0,false,false,true,0,false,18,10,86,0.33061477943046014,"MODERATE","PARTIAL_RESTART","PARTIAL_RESTART",0.0354999,false
71,"SCHEDULED_WINDOW_EXPIRATION",47.85337636921231,47.85337636921231,"mosaic_generated_008_t_045",45.0,false,true,false,0,false,18,10,86,0.0,"STABLE","WARM_START","WARM_START",0.0325362,false
72,"SCHEDULED_WINDOW_EXPIRATION",50.52153923624263,50.52153923624263,"mosaic_generated_009_t_050",50.0,false,false,true,0,false,21,11,99,0.330376008679453,"MODERATE","PARTIAL_RESTART","PARTIAL_RESTART",0.0883512,false
73,"SCHEDULED_WINDOW_EXPIRATION",52.18970210327295,52.18970210327295,"mosaic_generated_009_t_050",50.0,false,true,false,0,false,21,11,99,0.0,"STABLE","WARM_START","WARM_START",0.0417257,false
74,"SCHEDULED_WINDOW_EXPIRATION",54.85786497030327,54.85786497030327,"mosaic_generated_009_t_050",50.0,false,true,false,0,false,21,11,99,0.0,"STABLE","WARM_START","WARM_START",0.0408125,false
75,"SCHEDULED_WINDOW_EXPIRATION",58.52602783733359,58.52602783733359,"mosaic_generated_010_t_055",55.0,false,false,true,0,false,22,12,112,0.3310136951940056,"MODERATE","PARTIAL_RESTART","PARTIAL_RESTART",0.0564191,false
76,"SCHEDULED_WINDOW_EXPIRATION",61.194190704363905,61.194190704363905,"mosaic_generated_011_t_060",60.0,false,false,true,0,false,23,12,116,0.2961105168625374,"MODERATE","PARTIAL_RESTART","PARTIAL_RESTART",0.0423535,false
77,"SCHEDULED_WINDOW_EXPIRATION",62.86235357139422,62.86235357139422,"mosaic_generated_011_t_060",60.0,false,true,false,0,false,23,12,116,0.0,"STABLE","WARM_START","WARM_START",0.0421452,false
78,"SCHEDULED_WINDOW_EXPIRATION",65.53051643842454,65.53051643842454,"mosaic_generated_012_t_065",65.0,false,false,true,0,false,20,12,116,0.29882800669088505,"MODERATE","PARTIAL_RESTART","PARTIAL_RESTART",0.0390673,false
79,"SCHEDULED_WINDOW_EXPIRATION",67.19867930545486,67.19867930545486,"mosaic_generated_012_t_065",65.0,false,true,false,0,false,20,12,116,0.0,"STABLE","WARM_START","WARM_START",0.0379911,false
80,"SCHEDULED_WINDOW_EXPIRATION",69.86684217248518,69.86684217248518,"mosaic_generated_012_t_065",65.0,false,true,false,0,false,20,12,116,0.0,"STABLE","WARM_START","WARM_START",0.0489496,false
81,"SCHEDULED_WINDOW_EXPIRATION",73.5350050395155,73.5350050395155,"mosaic_generated_013_t_070",70.0,false,false,true,0,false,24,12,114,0.29852252577797894,"MODERATE","PARTIAL_RESTART","PARTIAL_RESTART",0.0509772,false
82,"SCHEDULED_WINDOW_EXPIRATION",76.20316790654581,76.20316790654581,"mosaic_generated_014_t_075",75.0,false,false,true,0,false,21,12,116,0.2968471804774907,"MODERATE","PARTIAL_RESTART","PARTIAL_RESTART",0.0511435,false
83,"SCHEDULED_WINDOW_EXPIRATION",77.87133077357613,77.87133077357613,"mosaic_generated_014_t_075",75.0,false,true,false,0,false,21,12,116,0.0,"STABLE","WARM_START","WARM_START",0.0514569,false
84,"SCHEDULED_WINDOW_EXPIRATION",80.53949364060645,80.53949364060645,"mosaic_generated_015_t_080",80.0,false,false,true,0,false,22,12,112,0.29455456450425366,"MODERATE","PARTIAL_RESTART","PARTIAL_RESTART",0.0457342,false
85,"SCHEDULED_WINDOW_EXPIRATION",82.20765650763677,82.20765650763677,"mosaic_generated_015_t_080",80.0,false,true,false,0,false,22,12,112,0.0,"STABLE","WARM_START","WARM_START",0.0382901,false
86,"SCHEDULED_WINDOW_EXPIRATION",84.87581937466709,84.87581937466709,"mosaic_generated_015_t_080",80.0,false,true,false,0,false,22,12,112,0.0,"STABLE","WARM_START","WARM_START",0.0363452,false
87,"SCHEDULED_WINDOW_EXPIRATION",88.5439822416974,88.5439822416974,"mosaic_generated_016_t_085",85.0,false,false,true,0,false,22,12,110,0.2875235818891015,"MODERATE","PARTIAL_RESTART","PARTIAL_RESTART",0.0396649,false
88,"SCHEDULED_WINDOW_EXPIRATION",91.21214510872773,91.21214510872773,"mosaic_generated_017_t_090",90.0,false,false,true,0,false,23,12,108,0.2790933585375818,"MODERATE","PARTIAL_RESTART","PARTIAL_RESTART",0.0426384,false
89,"SCHEDULED_WINDOW_EXPIRATION",92.88030797575804,92.88030797575804,"mosaic_generated_017_t_090",90.0,false,true,false,0,false,23,12,108,0.0,"STABLE","WARM_START","WARM_START",0.0431454,false
90,"SCHEDULED_WINDOW_EXPIRATION",95.54847084278836,95.54847084278836,"mosaic_generated_018_t_095",95.0,false,false,true,0,false,20,12,106,0.27338717757681497,"MODERATE","PARTIAL_RESTART","PARTIAL_RESTART",0.0346801,false
91,"SCHEDULED_WINDOW_EXPIRATION",97.21663370981868,97.21663370981868,"mosaic_generated_018_t_095",95.0,false,true,false,0,false,20,12,106,0.0,"STABLE","WARM_START","WARM_START",0.0379145,false
92,"SCHEDULED_WINDOW_EXPIRATION",99.884796576849,99.884796576849,"mosaic_generated_018_t_095",95.0,false,true,false,0,false,20,12,106,0.0,"STABLE","WARM_START","WARM_START",0.0345087,false
93,"SCHEDULED_WINDOW_EXPIRATION",102.59440020001264,102.59440020001264,"mosaic_generated_019_t_100",100.0,false,false,true,0,false,24,12,104,0.27902246966650623,"MODERATE","PARTIAL_RESTART","PARTIAL_RESTART",0.0720957,false
94,"SCHEDULED_WINDOW_EXPIRATION",104.30400382317629,104.30400382317629,"mosaic_generated_019_t_100",100.0,false,true,false,0,false,24,12,104,0.0,"STABLE","WARM_START","WARM_START",0.0465484,false
95,"SCHEDULED_WINDOW_EXPIRATION",106.13298137287029,106.13298137287029,"mosaic_generated_020_t_105",105.0,false,false,true,0,false,21,12,104,0.2831653882002704,"MODERATE","PARTIAL_RESTART","PARTIAL_RESTART",0.0396585,false
96,"SCHEDULED_WINDOW_EXPIRATION",106.96195892256429,106.96195892256429,"mosaic_generated_020_t_105",105.0,false,true,false,0,false,21,12,104,0.0,"STABLE","WARM_START","WARM_START",0.0343773,false
97,"SCHEDULED_WINDOW_EXPIRATION",108.7909364722583,108.7909364722583,"mosaic_generated_020_t_105",105.0,false,true,false,0,false,21,12,104,0.0,"STABLE","WARM_START","WARM_START",0.0357557,false
98,"SCHEDULED_WINDOW_EXPIRATION",111.6199140219523,111.6199140219523,"mosaic_generated_021_t_110",110.0,false,false,true,0,false,22,12,108,0.27517817607541856,"MODERATE","PARTIAL_RESTART","PARTIAL_RESTART",0.0406776,false
99,"SCHEDULED_WINDOW_EXPIRATION",113.4488915716463,113.4488915716463,"mosaic_generated_021_t_110",110.0,false,true,false,0,false,22,12,108,0.0,"STABLE","WARM_START","WARM_START",0.0426327,false
100,"SCHEDULED_WINDOW_EXPIRATION",116.22723683497149,116.22723683497149,"mosaic_generated_022_t_115",115.0,false,false,true,0,false,22,12,112,0.291973936139294,"MODERATE","PARTIAL_RESTART","PARTIAL_RESTART",0.0492996,false
101,"SCHEDULED_WINDOW_EXPIRATION",118.00558209829668,118.00558209829668,"mosaic_generated_022_t_115",115.0,false,true,false,0,false,22,12,112,0.0,"STABLE","WARM_START","WARM_START",0.0452692,false
102,"SCHEDULED_WINDOW_EXPIRATION",120.46114443754067,120.46114443754067,"mosaic_generated_023_t_120",120.0,false,false,true,0,false,23,12,110,0.2945024165163755,"MODERATE","PARTIAL_RESTART","PARTIAL_RESTART",0.0598235,false
103,"SCHEDULED_WINDOW_EXPIRATION",121.91670677678465,121.91670677678465,"mosaic_generated_023_t_120",120.0,false,true,false,0,false,23,12,110,0.0,"STABLE","WARM_START","WARM_START",0.054675,false
