stepIndex,trigger,triggerTimeSeconds,observationTimeSeconds,sourceSnapshotId,sourceSnapshotTimeSeconds,exactTimestampMatch,pastSnapshotReuse,sourceSnapshotAdvanced,sourceSnapshotSkippedCount,futureLookAhead,tasksCount,vehiclesCount,candidateNodesCount,dynamicity,dynamicityLevel,suggestedReusePolicy,appliedReusePolicy,runtimeSeconds,horizonReachedAfterStep
232,"SCHEDULED_WINDOW_EXPIRATION",175.61346471061768,175.61346471061768,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0337112,false
233,"SCHEDULED_WINDOW_EXPIRATION",175.70177231061768,175.70177231061768,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0345061,false
234,"SCHEDULED_WINDOW_EXPIRATION",175.7900799106177,175.7900799106177,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0434806,false
235,"SCHEDULED_WINDOW_EXPIRATION",175.8783875106177,175.8783875106177,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.033753,false
236,"SCHEDULED_WINDOW_EXPIRATION",175.9718691106177,175.9718691106177,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0352372,false
237,"SCHEDULED_WINDOW_EXPIRATION",176.06535071061768,176.06535071061768,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.035942,false
238,"SCHEDULED_WINDOW_EXPIRATION",176.15883231061767,176.15883231061767,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0321215,false
239,"SCHEDULED_WINDOW_EXPIRATION",176.25231391061766,176.25231391061766,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0338542,false
240,"SCHEDULED_WINDOW_EXPIRATION",176.34579551061765,176.34579551061765,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0334294,false
241,"SCHEDULED_WINDOW_EXPIRATION",176.43927711061764,176.43927711061764,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.03242,false
242,"SCHEDULED_WINDOW_EXPIRATION",176.53275871061763,176.53275871061763,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0352271,false
243,"SCHEDULED_WINDOW_EXPIRATION",176.62624031061762,176.62624031061762,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0350533,false
244,"SCHEDULED_WINDOW_EXPIRATION",176.7197219106176,176.7197219106176,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.035598,false
245,"SCHEDULED_WINDOW_EXPIRATION",176.8132035106176,176.8132035106176,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0369983,false
246,"SCHEDULED_WINDOW_EXPIRATION",176.9066851106176,176.9066851106176,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0362957,false
247,"SCHEDULED_WINDOW_EXPIRATION",177.00016671061758,177.00016671061758,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.037901,false
248,"SCHEDULED_WINDOW_EXPIRATION",177.09364831061757,177.09364831061757,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0358073,false
249,"SCHEDULED_WINDOW_EXPIRATION",177.18712991061756,177.18712991061756,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.032525,false
250,"SCHEDULED_WINDOW_EXPIRATION",177.28061151061755,177.28061151061755,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0313552,false
251,"SCHEDULED_WINDOW_EXPIRATION",177.37409311061754,177.37409311061754,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0329239,false
252,"SCHEDULED_WINDOW_EXPIRATION",177.46757471061753,177.46757471061753,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0349057,false
253,"SCHEDULED_WINDOW_EXPIRATION",177.56105631061752,177.56105631061752,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0386498,false
254,"SCHEDULED_WINDOW_EXPIRATION",177.6545379106175,177.6545379106175,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0400631,false
255,"SCHEDULED_WINDOW_EXPIRATION",177.7480195106175,177.7480195106175,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0352884,false
256,"SCHEDULED_WINDOW_EXPIRATION",177.8415011106175,177.8415011106175,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0335985,false
257,"SCHEDULED_WINDOW_EXPIRATION",177.93498271061748,177.93498271061748,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0361834,false
258,"SCHEDULED_WINDOW_EXPIRATION",178.02846431061747,178.02846431061747,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0320793,false
259,"SCHEDULED_WINDOW_EXPIRATION",178.12194591061746,178.12194591061746,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0363525,false
260,"SCHEDULED_WINDOW_EXPIRATION",178.21542751061745,178.21542751061745,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0350036,false
261,"SCHEDULED_WINDOW_EXPIRATION",178.30890911061744,178.30890911061744,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0358365,false
262,"SCHEDULED_WINDOW_EXPIRATION",178.40239071061742,178.40239071061742,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0384618,false
263,"SCHEDULED_WINDOW_EXPIRATION",178.49587231061741,178.49587231061741,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0337874,false
264,"SCHEDULED_WINDOW_EXPIRATION",178.5893539106174,178.5893539106174,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0355552,false
265,"SCHEDULED_WINDOW_EXPIRATION",178.6828355106174,178.6828355106174,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0395817,false
266,"SCHEDULED_WINDOW_EXPIRATION",178.77631711061738,178.77631711061738,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0358263,false
267,"SCHEDULED_WINDOW_EXPIRATION",178.86979871061737,178.86979871061737,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0368456,false
268,"SCHEDULED_WINDOW_EXPIRATION",178.96328031061736,178.96328031061736,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0363377,false
269,"SCHEDULED_WINDOW_EXPIRATION",179.05676191061735,179.05676191061735,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0348671,false
270,"SCHEDULED_WINDOW_EXPIRATION",179.15024351061734,179.15024351061734,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0390441,false
271,"SCHEDULED_WINDOW_EXPIRATION",179.24372511061733,179.24372511061733,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0363337,false
272,"SCHEDULED_WINDOW_EXPIRATION",179.33720671061732,179.33720671061732,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0352157,false
273,"SCHEDULED_WINDOW_EXPIRATION",179.4306883106173,179.4306883106173,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0332823,false
274,"SCHEDULED_WINDOW_EXPIRATION",179.5241699106173,179.5241699106173,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.034945,false
275,"SCHEDULED_WINDOW_EXPIRATION",179.6176515106173,179.6176515106173,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0336452,false
276,"SCHEDULED_WINDOW_EXPIRATION",179.71113311061728,179.71113311061728,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0333042,false
277,"SCHEDULED_WINDOW_EXPIRATION",179.80461471061727,179.80461471061727,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0346385,false
278,"SCHEDULED_WINDOW_EXPIRATION",179.89809631061726,179.89809631061726,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.038009,false
279,"SCHEDULED_WINDOW_EXPIRATION",179.99157791061725,179.99157791061725,"mosaic_generated_034_t_175",175.0,false,true,false,0,false,22,12,118,0.0,"STABLE","WARM_START","WARM_START",0.0354553,false
280,"SCHEDULED_WINDOW_EXPIRATION",180.08505951061724,180.08505951061724,"mosaic_generated_035_t_180",180.0,false,false,true,0,false,23,12,12,0.375,"MODERATE","PARTIAL_RESTART","PARTIAL_RESTART",0.018861,true
