timeNs,timeSeconds,bandwidthPoolId,vehicleA,vehicleB,poolType,availableBandwidth,bandwidthSource,poolPolicy
20000000000,20,pool_v2v_veh_2_veh_3,veh_2,veh_3,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
21000000000,21,pool_v2v_veh_0_veh_1,veh_0,veh_1,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
21000000000,21,pool_v2v_veh_0_veh_2,veh_0,veh_2,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
21000000000,21,pool_v2v_veh_0_veh_3,veh_0,veh_3,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
21000000000,21,pool_v2v_veh_1_veh_2,veh_1,veh_2,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
21000000000,21,pool_v2v_veh_1_veh_3,veh_1,veh_3,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
21000000000,21,pool_v2v_veh_2_veh_3,veh_2,veh_3,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
22000000000,22,pool_v2v_veh_0_veh_1,veh_0,veh_1,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
22000000000,22,pool_v2v_veh_0_veh_2,veh_0,veh_2,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
22000000000,22,pool_v2v_veh_0_veh_3,veh_0,veh_3,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
22000000000,22,pool_v2v_veh_1_veh_2,veh_1,veh_2,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
22000000000,22,pool_v2v_veh_1_veh_3,veh_1,veh_3,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
22000000000,22,pool_v2v_veh_2_veh_3,veh_2,veh_3,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
23000000000,23,pool_v2v_veh_0_veh_1,veh_0,veh_1,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
23000000000,23,pool_v2v_veh_0_veh_2,veh_0,veh_2,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
23000000000,23,pool_v2v_veh_0_veh_3,veh_0,veh_3,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
23000000000,23,pool_v2v_veh_0_veh_4,veh_0,veh_4,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
23000000000,23,pool_v2v_veh_1_veh_2,veh_1,veh_2,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
23000000000,23,pool_v2v_veh_1_veh_3,veh_1,veh_3,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
23000000000,23,pool_v2v_veh_1_veh_4,veh_1,veh_4,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
23000000000,23,pool_v2v_veh_2_veh_3,veh_2,veh_3,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
23000000000,23,pool_v2v_veh_2_veh_4,veh_2,veh_4,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
23000000000,23,pool_v2v_veh_3_veh_4,veh_3,veh_4,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
24000000000,24,pool_v2v_veh_0_veh_1,veh_0,veh_1,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
24000000000,24,pool_v2v_veh_0_veh_2,veh_0,veh_2,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
24000000000,24,pool_v2v_veh_0_veh_3,veh_0,veh_3,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
24000000000,24,pool_v2v_veh_0_veh_4,veh_0,veh_4,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
24000000000,24,pool_v2v_veh_1_veh_2,veh_1,veh_2,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
24000000000,24,pool_v2v_veh_1_veh_3,veh_1,veh_3,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
24000000000,24,pool_v2v_veh_1_veh_4,veh_1,veh_4,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
24000000000,24,pool_v2v_veh_2_veh_3,veh_2,veh_3,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
24000000000,24,pool_v2v_veh_2_veh_4,veh_2,veh_4,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
24000000000,24,pool_v2v_veh_3_veh_4,veh_3,veh_4,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
25000000000,25,pool_v2v_veh_0_veh_1,veh_0,veh_1,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
25000000000,25,pool_v2v_veh_0_veh_2,veh_0,veh_2,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
25000000000,25,pool_v2v_veh_0_veh_3,veh_0,veh_3,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
25000000000,25,pool_v2v_veh_0_veh_4,veh_0,veh_4,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
25000000000,25,pool_v2v_veh_1_veh_2,veh_1,veh_2,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
25000000000,25,pool_v2v_veh_1_veh_3,veh_1,veh_3,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
25000000000,25,pool_v2v_veh_1_veh_4,veh_1,veh_4,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
25000000000,25,pool_v2v_veh_2_veh_3,veh_2,veh_3,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
25000000000,25,pool_v2v_veh_2_veh_4,veh_2,veh_4,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
25000000000,25,pool_v2v_veh_3_veh_4,veh_3,veh_4,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
26000000000,26,pool_v2v_veh_0_veh_1,veh_0,veh_1,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
26000000000,26,pool_v2v_veh_0_veh_2,veh_0,veh_2,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
26000000000,26,pool_v2v_veh_0_veh_3,veh_0,veh_3,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
26000000000,26,pool_v2v_veh_0_veh_4,veh_0,veh_4,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
26000000000,26,pool_v2v_veh_1_veh_2,veh_1,veh_2,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
26000000000,26,pool_v2v_veh_1_veh_3,veh_1,veh_3,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
26000000000,26,pool_v2v_veh_1_veh_4,veh_1,veh_4,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
26000000000,26,pool_v2v_veh_2_veh_3,veh_2,veh_3,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
26000000000,26,pool_v2v_veh_2_veh_4,veh_2,veh_4,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
26000000000,26,pool_v2v_veh_3_veh_4,veh_3,veh_4,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
27000000000,27,pool_v2v_veh_0_veh_1,veh_0,veh_1,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
27000000000,27,pool_v2v_veh_0_veh_2,veh_0,veh_2,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
27000000000,27,pool_v2v_veh_0_veh_3,veh_0,veh_3,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
27000000000,27,pool_v2v_veh_0_veh_4,veh_0,veh_4,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
27000000000,27,pool_v2v_veh_0_veh_5,veh_0,veh_5,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
27000000000,27,pool_v2v_veh_1_veh_2,veh_1,veh_2,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
27000000000,27,pool_v2v_veh_1_veh_3,veh_1,veh_3,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
27000000000,27,pool_v2v_veh_1_veh_4,veh_1,veh_4,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
27000000000,27,pool_v2v_veh_1_veh_5,veh_1,veh_5,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
27000000000,27,pool_v2v_veh_2_veh_3,veh_2,veh_3,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
27000000000,27,pool_v2v_veh_2_veh_4,veh_2,veh_4,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
27000000000,27,pool_v2v_veh_2_veh_5,veh_2,veh_5,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
27000000000,27,pool_v2v_veh_3_veh_4,veh_3,veh_4,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
27000000000,27,pool_v2v_veh_3_veh_5,veh_3,veh_5,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
27000000000,27,pool_v2v_veh_4_veh_5,veh_4,veh_5,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
28000000000,28,pool_v2v_veh_0_veh_1,veh_0,veh_1,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
28000000000,28,pool_v2v_veh_0_veh_2,veh_0,veh_2,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
28000000000,28,pool_v2v_veh_0_veh_3,veh_0,veh_3,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
28000000000,28,pool_v2v_veh_0_veh_4,veh_0,veh_4,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
28000000000,28,pool_v2v_veh_0_veh_5,veh_0,veh_5,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
28000000000,28,pool_v2v_veh_1_veh_2,veh_1,veh_2,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
28000000000,28,pool_v2v_veh_1_veh_3,veh_1,veh_3,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
28000000000,28,pool_v2v_veh_1_veh_4,veh_1,veh_4,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
28000000000,28,pool_v2v_veh_1_veh_5,veh_1,veh_5,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
28000000000,28,pool_v2v_veh_2_veh_3,veh_2,veh_3,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
28000000000,28,pool_v2v_veh_2_veh_4,veh_2,veh_4,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
28000000000,28,pool_v2v_veh_2_veh_5,veh_2,veh_5,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
28000000000,28,pool_v2v_veh_3_veh_4,veh_3,veh_4,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
28000000000,28,pool_v2v_veh_3_veh_5,veh_3,veh_5,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
28000000000,28,pool_v2v_veh_4_veh_5,veh_4,veh_5,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
29000000000,29,pool_v2v_veh_0_veh_1,veh_0,veh_1,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
29000000000,29,pool_v2v_veh_0_veh_2,veh_0,veh_2,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
29000000000,29,pool_v2v_veh_0_veh_3,veh_0,veh_3,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
29000000000,29,pool_v2v_veh_0_veh_4,veh_0,veh_4,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
29000000000,29,pool_v2v_veh_1_veh_2,veh_1,veh_2,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
29000000000,29,pool_v2v_veh_1_veh_3,veh_1,veh_3,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
29000000000,29,pool_v2v_veh_1_veh_4,veh_1,veh_4,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
29000000000,29,pool_v2v_veh_1_veh_5,veh_1,veh_5,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
29000000000,29,pool_v2v_veh_2_veh_3,veh_2,veh_3,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
29000000000,29,pool_v2v_veh_2_veh_4,veh_2,veh_4,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
29000000000,29,pool_v2v_veh_2_veh_5,veh_2,veh_5,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
29000000000,29,pool_v2v_veh_3_veh_4,veh_3,veh_4,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
29000000000,29,pool_v2v_veh_3_veh_5,veh_3,veh_5,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
29000000000,29,pool_v2v_veh_4_veh_5,veh_4,veh_5,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
30000000000,30,pool_v2v_veh_0_veh_1,veh_0,veh_1,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
30000000000,30,pool_v2v_veh_0_veh_2,veh_0,veh_2,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
30000000000,30,pool_v2v_veh_0_veh_3,veh_0,veh_3,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
30000000000,30,pool_v2v_veh_0_veh_4,veh_0,veh_4,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
30000000000,30,pool_v2v_veh_1_veh_2,veh_1,veh_2,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
30000000000,30,pool_v2v_veh_1_veh_3,veh_1,veh_3,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
30000000000,30,pool_v2v_veh_1_veh_4,veh_1,veh_4,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
30000000000,30,pool_v2v_veh_1_veh_5,veh_1,veh_5,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
30000000000,30,pool_v2v_veh_2_veh_3,veh_2,veh_3,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
30000000000,30,pool_v2v_veh_2_veh_4,veh_2,veh_4,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
30000000000,30,pool_v2v_veh_2_veh_5,veh_2,veh_5,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
30000000000,30,pool_v2v_veh_3_veh_4,veh_3,veh_4,DIRECT_V2V,10000000,DIAGNOSTIC_SYNTHETIC_VALUE,ONE_SHARED_POOL_PER_UNORDERED_PAIR
