timeNs,timeSeconds,candidateId,sourceVehicleId,executionNodeId,type,availableCpu,cpuSource,propagationDelaySeconds
27000000000,27,local_for_veh_5,veh_5,veh_5,LOCAL,4000000000,DIAGNOSTIC_SYNTHETIC_VALUE,0
28000000000,28,local_for_veh_0,veh_0,veh_0,LOCAL,4000000000,DIAGNOSTIC_SYNTHETIC_VALUE,0
28000000000,28,local_for_veh_1,veh_1,veh_1,LOCAL,4000000000,DIAGNOSTIC_SYNTHETIC_VALUE,0
28000000000,28,local_for_veh_2,veh_2,veh_2,LOCAL,4000000000,DIAGNOSTIC_SYNTHETIC_VALUE,0
28000000000,28,local_for_veh_3,veh_3,veh_3,LOCAL,4000000000,DIAGNOSTIC_SYNTHETIC_VALUE,0
28000000000,28,local_for_veh_4,veh_4,veh_4,LOCAL,4000000000,DIAGNOSTIC_SYNTHETIC_VALUE,0
28000000000,28,local_for_veh_5,veh_5,veh_5,LOCAL,4000000000,DIAGNOSTIC_SYNTHETIC_VALUE,0
29000000000,29,local_for_veh_0,veh_0,veh_0,LOCAL,4000000000,DIAGNOSTIC_SYNTHETIC_VALUE,0
29000000000,29,local_for_veh_1,veh_1,veh_1,LOCAL,4000000000,DIAGNOSTIC_SYNTHETIC_VALUE,0
29000000000,29,local_for_veh_2,veh_2,veh_2,LOCAL,4000000000,DIAGNOSTIC_SYNTHETIC_VALUE,0
29000000000,29,local_for_veh_3,veh_3,veh_3,LOCAL,4000000000,DIAGNOSTIC_SYNTHETIC_VALUE,0
29000000000,29,local_for_veh_4,veh_4,veh_4,LOCAL,4000000000,DIAGNOSTIC_SYNTHETIC_VALUE,0
29000000000,29,local_for_veh_5,veh_5,veh_5,LOCAL,4000000000,DIAGNOSTIC_SYNTHETIC_VALUE,0
30000000000,30,local_for_veh_0,veh_0,veh_0,LOCAL,4000000000,DIAGNOSTIC_SYNTHETIC_VALUE,0
30000000000,30,local_for_veh_1,veh_1,veh_1,LOCAL,4000000000,DIAGNOSTIC_SYNTHETIC_VALUE,0
30000000000,30,local_for_veh_2,veh_2,veh_2,LOCAL,4000000000,DIAGNOSTIC_SYNTHETIC_VALUE,0
